sender_upi,receiver_upi,amount,hour_of_day,day_of_week,location,txn_type,device_id,is_new_device,num_txn_last_1hr,num_txn_last_24hr,avg_amount_last_week,is_new_receiver,label
mfekuunv@okhdfcbank,xqnue@paytm,634.88,5,6,Pune,QR_Scan,dev_3560,0,2,3,4013.14,0,0
dttbdg@ybl,vztdnge@ybl,622.18,12,3,Bengaluru,P2P,dev_4953,0,1,7,3683.62,0,0
uhespm@ybl,gvldmeazq@okaxis,378.12,7,4,Bengaluru,P2P,dev_4262,0,2,3,177.84,0,0
bwnsl@okicici,qgqyzq@okicici,8555.38,1,6,Hyderabad,QR_Scan,dev_281,1,17,29,1155.5,1,1
ggytbp@paytm,oggzc@okaxis,766.5,18,6,Pune,Merchant,dev_2266,1,1,4,1548.5,0,0
tnjfj@ybl,imnaasie@okicici,2569.4,4,5,Hyderabad,Bill,dev_3558,0,0,4,3447.08,0,0
otkpidf@oksbi,pyharbubs@ybl,2805.95,7,2,Mumbai,QR_Scan,dev_3502,0,0,7,2854.92,0,0
appzg@okaxis,dxtokb@oksbi,99.4,13,4,Hyderabad,P2P,dev_4468,0,1,4,943.32,1,0
cwdtp@okhdfcbank,fietl@oksbi,693.09,0,5,Chennai,Merchant,dev_4854,0,0,5,4492.48,0,0
aefwmvl@okaxis,phlewzgn@okaxis,250.78,4,4,Bengaluru,QR_Scan,dev_2059,0,0,4,365.37,0,0
mhdtqmddg@okaxis,aidzfubz@okicici,499.56,14,6,Delhi,Bill,dev_1756,0,0,2,271.15,0,0
jmqeu@paytm,oxvfxcrfs@okhdfcbank,209.52,0,1,Hyderabad,P2P,dev_2056,1,1,4,2662.01,0,0
qsldyz@okhdfcbank,vrrfjudi@okhdfcbank,1056.75,1,6,Bengaluru,Merchant,dev_4110,1,2,4,1269.85,0,0
ykxyr@okhdfcbank,vvmmk@okaxis,968.86,4,5,Jaipur,QR_Scan,dev_4711,0,1,1,1967.91,1,0
cjgwgd@paytm,vlyjnlu@ybl,253.04,18,4,Pune,QR_Scan,dev_456,1,0,5,436.77,0,0
xkcors@ybl,unebwea@okhdfcbank,507.23,0,3,Delhi,Bill,dev_4495,0,2,5,2313.07,0,0
byhfayk@ybl,qqxkphgc@okicici,59.5,0,3,Jaipur,Bill,dev_3524,0,0,3,4909.59,0,0
kcadbp@okaxis,hdpivolq@okhdfcbank,1827.81,14,3,Jaipur,Bill,dev_1923,0,0,2,1139.37,0,0
bxjfkp@paytm,cxuyvryes@okicici,913.96,11,6,Jaipur,Bill,dev_82,0,1,4,2526.35,0,0
fzcby@oksbi,lrjyt@oksbi,781.93,16,6,Chennai,Merchant,dev_3625,0,2,3,2999.77,0,0
yhgou@ybl,nbxtv@okicici,333.62,17,0,Chennai,Merchant,dev_4743,0,0,2,4794.35,0,0
qpqdvkvzp@okicici,txvywdg@paytm,1909.85,17,1,Jaipur,QR_Scan,dev_1899,0,1,7,3307.73,0,0
rfqlquvr@oksbi,ldjezdpe@oksbi,579.07,5,6,Pune,P2P,dev_3239,0,1,2,598.79,0,0
lhmpgtopc@okaxis,hrafqu@oksbi,469.92,18,0,Hyderabad,QR_Scan,dev_1971,0,1,3,3906.18,1,0
mebcxqqb@oksbi,ycaloo@paytm,833.58,15,5,Hyderabad,Merchant,dev_52,0,0,6,590.36,0,0
htaqzvjox@okhdfcbank,zywbzhr@okhdfcbank,449.07,15,1,Delhi,Bill,dev_852,0,0,4,778.5,0,0
gamdylh@okaxis,mcijmp@oksbi,897.2,18,4,Pune,Merchant,dev_1350,0,0,5,4619.98,1,0
djpiuqpvz@okaxis,rbgppbuu@okicici,254.89,19,0,Delhi,Bill,dev_2922,0,1,5,4818.98,0,0
ikuvuc@paytm,xhyecxa@okhdfcbank,847.87,8,5,Bengaluru,Merchant,dev_2387,0,1,3,910.88,0,0
jqhzom@okicici,ckzkeji@paytm,113.46,18,3,Mumbai,Bill,dev_2247,0,2,9,2965.36,0,0
notavqpzg@oksbi,petosq@oksbi,1514.37,6,4,Jaipur,QR_Scan,dev_2593,1,0,4,513.11,0,0
acrawbm@okaxis,rcaxrxa@okhdfcbank,160.3,22,3,Chennai,QR_Scan,dev_1905,0,4,8,4176.24,0,0
barlia@okicici,jpgcmsez@okhdfcbank,777.87,8,2,Pune,QR_Scan,dev_2606,0,5,10,319.51,1,0
vvkrj@ybl,mmjqn@okicici,807.5,16,3,Kolkata,Merchant,dev_4654,0,1,2,240.33,0,0
jyyidv@okhdfcbank,blceh@okicici,5919.02,0,5,Chennai,P2P,dev_7988,0,6,30,564.0,1,1
bpqjllbj@oksbi,zbpaaqa@okhdfcbank,258.96,18,0,Hyderabad,Merchant,dev_4576,0,2,5,1845.97,0,0
qzmvyg@okicici,voymf@ybl,1389.04,12,6,Bengaluru,QR_Scan,dev_462,0,1,3,1049.28,0,0
ufvodrbae@okhdfcbank,jprnsckg@okaxis,622.22,4,6,Jaipur,Merchant,dev_931,0,1,3,1191.48,1,0
kpzgqbe@okicici,dqzxx@oksbi,205.6,14,1,Delhi,Merchant,dev_3242,0,1,2,2821.16,1,0
rbatzd@paytm,wvzbbq@ybl,269.52,23,0,Kolkata,QR_Scan,dev_1954,0,3,5,4221.67,0,0
fipszzo@oksbi,eftftl@paytm,551.72,1,0,Mumbai,P2P,dev_905,1,2,4,673.59,0,0
wmigwtf@ybl,svsxw@paytm,58.44,12,2,Delhi,Bill,dev_2968,0,1,5,2244.35,0,0
kfdzsf@okicici,fbmbqg@okicici,71.05,9,4,Pune,QR_Scan,dev_3834,0,1,3,927.06,0,0
wpkupa@okicici,tlzcxyos@oksbi,365.9,19,2,Bengaluru,Bill,dev_262,0,0,4,2060.44,1,0
extwlqw@okicici,paslmh@ybl,1988.52,6,4,Mumbai,Bill,dev_2541,0,0,3,2293.69,0,0
iaedbk@okicici,epdmpmtb@paytm,202.8,6,3,Chennai,QR_Scan,dev_2956,0,1,4,827.92,0,0
ufmfwtpwm@ybl,lkscubamc@okhdfcbank,356.64,7,0,Hyderabad,QR_Scan,dev_2226,0,2,3,4409.52,0,0
toeyagzd@paytm,oyfubjp@ybl,339.41,10,5,Jaipur,Bill,dev_1281,0,1,6,4642.03,0,0
zkzvn@okicici,iomwkcq@paytm,3355.82,13,1,Mumbai,P2P,dev_4117,0,0,2,4025.66,0,0
pwemsirzp@paytm,xfpqhdlj@okhdfcbank,282.88,7,2,Bengaluru,Merchant,dev_2789,0,0,0,1420.02,1,0
poniaovd@okhdfcbank,eclueemmy@okicici,241.36,3,4,Bengaluru,QR_Scan,dev_373,0,2,6,1804.56,0,0
nvkpcaw@ybl,tidumrw@oksbi,1149.05,17,1,Chennai,P2P,dev_1677,0,0,3,3620.48,0,0
sekydmh@ybl,xyiobdzp@okhdfcbank,1183.21,7,5,Mumbai,P2P,dev_3971,0,1,5,3906.9,0,0
mbnnyv@okicici,uqbsjxssm@okicici,956.4,3,0,Chennai,Merchant,dev_4823,0,1,3,118.86,1,0
tadxhzhqs@oksbi,vctbyf@okhdfcbank,1477.21,19,4,Jaipur,Bill,dev_922,1,0,3,2338.0,0,0
trthws@oksbi,fvwaobiol@okaxis,1165.09,8,3,Delhi,QR_Scan,dev_3195,0,1,6,1151.25,0,0
vgxhwjn@okicici,yojdbo@ybl,218.31,10,0,Bengaluru,QR_Scan,dev_4856,1,0,4,4050.12,1,0
cejslgji@oksbi,zzjcnvfbl@ybl,738.63,3,2,Pune,P2P,dev_4885,0,1,5,3193.92,1,0
tnwcsn@okhdfcbank,xvkqikyfs@okaxis,1678.25,14,4,Bengaluru,P2P,dev_467,0,2,4,3343.97,0,0
kcdbbfufd@oksbi,hepuuaq@okicici,459.12,21,6,Bengaluru,Bill,dev_12,1,0,0,3215.15,0,0
jgpbcj@okhdfcbank,rrltqrwca@oksbi,1509.33,2,2,Mumbai,P2P,dev_3225,0,2,8,1131.14,0,0
wiqvp@okaxis,plnvj@okhdfcbank,1158.86,4,6,Kolkata,Bill,dev_1194,0,1,3,1363.99,0,0
dgvyjot@okhdfcbank,yvmffgne@okaxis,1537.16,22,3,Delhi,Merchant,dev_1346,0,1,5,2575.37,0,0
hyjwnawy@ybl,bsxxym@ybl,41.48,11,3,Bengaluru,QR_Scan,dev_743,0,1,3,2765.66,1,0
xycdh@okhdfcbank,wpeyhcml@okhdfcbank,252.15,21,1,Bengaluru,Bill,dev_2126,0,3,3,1483.45,0,0
peyop@okhdfcbank,vgdnj@okicici,4089.6,22,5,Pune,Bill,dev_2938,0,0,5,3607.93,1,0
qugjtayye@okhdfcbank,oovmyfirp@ybl,1369.38,1,2,Bengaluru,QR_Scan,dev_2700,0,1,4,3603.54,0,0
npjdnoyc@oksbi,xwzuspcbu@okicici,103.36,16,1,Hyderabad,Merchant,dev_3150,1,3,7,2850.77,0,0
ehgcbj@oksbi,sjrzj@ybl,225.81,2,5,Jaipur,Merchant,dev_4505,0,2,3,3769.06,0,0
neyilhls@okaxis,zkvuvg@okhdfcbank,182.17,23,6,Bengaluru,QR_Scan,dev_3748,0,0,3,2323.06,1,0
aexemws@okhdfcbank,qeohucxex@oksbi,190.95,23,0,Hyderabad,P2P,dev_3304,0,1,6,2443.56,0,0
xqggva@okaxis,dhbjbu@okicici,867.77,19,5,Chennai,Merchant,dev_1918,0,1,4,1886.78,0,0
hyzgut@ybl,bfjwjzin@okaxis,877.14,18,4,Chennai,Merchant,dev_933,0,0,4,4577.64,1,0
jgwttg@oksbi,bogkyua@ybl,311.82,2,3,Chennai,Bill,dev_2802,0,2,7,3218.72,1,0
coysjc@oksbi,qvaoid@okaxis,450.47,3,4,Mumbai,P2P,dev_4445,0,2,3,2253.4,0,0
qltaea@paytm,wmbqiew@paytm,1228.37,12,6,Jaipur,P2P,dev_3133,0,1,5,2195.66,1,0
ufehvigq@okicici,mwrqk@ybl,2382.28,20,6,Kolkata,Bill,dev_2419,0,1,4,1981.0,0,0
dczplhxq@okaxis,acdmfz@okhdfcbank,260.69,14,6,Kolkata,QR_Scan,dev_808,0,1,4,1233.77,0,0
ztwsxr@okaxis,awsuwsa@okicici,129.11,19,1,Hyderabad,Bill,dev_1873,0,2,5,3299.37,0,0
mmgjb@ybl,fxrwf@paytm,318.19,22,0,Kolkata,QR_Scan,dev_2379,0,0,3,4766.7,0,0
evwas@okhdfcbank,urcvs@paytm,363.52,4,4,Mumbai,Bill,dev_4999,0,1,3,3301.28,0,0
krfvtnmbp@paytm,bdmll@okicici,93.52,15,1,Bengaluru,Bill,dev_490,0,0,4,3916.64,0,0
dofjradrz@ybl,aiweyyl@paytm,26.67,2,0,Mumbai,QR_Scan,dev_4386,0,1,9,2788.61,0,0
liuzvfzxt@ybl,ziygddfl@okhdfcbank,1065.66,19,1,Chennai,QR_Scan,dev_2233,0,0,2,963.79,0,0
dzrkddlzz@oksbi,mtoki@oksbi,154.88,5,3,Kolkata,P2P,dev_1034,0,0,2,3734.49,0,0
lvuyg@paytm,edxaibz@ybl,144.88,19,3,Bengaluru,P2P,dev_299,0,2,6,2580.38,0,0
izmbjolz@paytm,ultwghumg@okaxis,1780.64,0,4,Pune,Merchant,dev_3044,0,3,6,2247.69,0,0
zgkdau@paytm,arhzci@ybl,172.76,9,4,Chennai,QR_Scan,dev_1340,0,1,3,3174.07,0,0
onqdk@oksbi,hwufl@okhdfcbank,85909.47,2,4,Hyderabad,QR_Scan,dev_6367,0,7,24,764.28,0,1
pwwkk@okicici,ulqotb@okhdfcbank,1293.29,18,2,Jaipur,QR_Scan,dev_4848,0,1,5,4447.48,0,0
alswf@oksbi,jcgfcymbo@paytm,2073.66,13,0,Kolkata,Bill,dev_3071,0,2,3,4070.73,0,0
mpogg@paytm,xpxujzx@okaxis,2174.22,9,5,Jaipur,QR_Scan,dev_1837,0,2,6,612.73,0,0
nnavqui@ybl,mpqfb@ybl,381.91,17,4,Bengaluru,Bill,dev_3442,1,1,4,4330.08,0,0
oorfqifct@okicici,hommbv@okhdfcbank,928.06,8,1,Mumbai,P2P,dev_3959,0,2,8,4021.38,1,0
lxxrfwn@okaxis,mgqif@okhdfcbank,2313.63,1,2,Mumbai,QR_Scan,dev_3261,0,1,4,2775.75,0,0
uallo@okaxis,edqvj@okhdfcbank,1690.71,15,5,Delhi,QR_Scan,dev_2974,0,0,1,3592.68,0,0
xksgpeh@okhdfcbank,kntskshi@okaxis,1191.84,8,6,Hyderabad,Merchant,dev_4518,0,0,5,864.17,0,0
kzduo@okhdfcbank,ecyatfahf@okaxis,57.19,19,4,Kolkata,Merchant,dev_4567,0,0,5,3907.28,0,0
ciqmruyfr@oksbi,agxphdn@ybl,1591.66,15,5,Kolkata,Bill,dev_632,0,1,2,565.93,1,0
mbzzye@paytm,lwgxz@ybl,635.25,5,6,Jaipur,Bill,dev_1423,0,0,5,2196.25,0,0
diwgtzf@okhdfcbank,kwwirza@ybl,1583.17,9,3,Hyderabad,Merchant,dev_982,0,1,6,474.7,0,0
cftvihf@paytm,oiqdqzioy@okhdfcbank,3298.37,11,1,Kolkata,Merchant,dev_571,1,0,2,1150.11,0,0
tsafh@okhdfcbank,fdhzy@paytm,970.12,20,4,Delhi,Bill,dev_3967,0,2,9,3337.79,0,0
xzxsvi@ybl,jitwlsl@ybl,629.0,19,4,Bengaluru,Bill,dev_3266,0,1,4,1704.06,0,0
igyjlo@ybl,cwzlhei@oksbi,619.39,22,4,Pune,P2P,dev_1618,0,2,3,4283.86,0,0
hqlbpe@okhdfcbank,rmczdhavk@okicici,1776.0,2,1,Hyderabad,P2P,dev_4199,0,0,2,4720.27,0,0
ozbmvhw@okaxis,dsvyi@ybl,1163.85,20,0,Kolkata,Bill,dev_2232,0,1,5,4320.3,0,0
jrcrslile@ybl,uwnvb@okhdfcbank,261.32,20,4,Jaipur,Merchant,dev_3955,0,0,1,3975.91,0,0
auglfwwx@ybl,inzvvf@okhdfcbank,6724.11,0,2,Delhi,QR_Scan,dev_1185,1,8,24,3305.98,1,1
gdwgonwut@okhdfcbank,qzsdymi@okaxis,1050.85,18,5,Jaipur,Bill,dev_1980,0,1,2,1880.52,0,0
iwuqspb@oksbi,uqdsvriql@ybl,754.05,11,1,Jaipur,Merchant,dev_4547,0,1,2,974.63,1,0
pxrnai@okhdfcbank,tctqrqnb@okhdfcbank,2167.49,2,0,Pune,Bill,dev_2867,0,2,2,689.25,0,0
hjtoqul@okicici,vvgrwx@ybl,40.04,17,2,Chennai,P2P,dev_2036,0,0,2,3506.43,1,0
mzzwgdftk@okicici,iqwlldz@oksbi,2152.3,15,3,Kolkata,Bill,dev_1279,0,2,4,2820.82,0,0
rpseevd@okhdfcbank,uhawthpzd@paytm,520.25,22,5,Mumbai,Bill,dev_3561,0,0,2,3116.83,0,0
sjgzdrco@ybl,xhuom@okhdfcbank,280.58,10,5,Bengaluru,Bill,dev_3725,0,0,2,1692.95,0,0
glmvlpfn@okaxis,zdeixcv@oksbi,421.22,9,5,Hyderabad,Bill,dev_1351,0,1,3,4928.25,0,0
mkjuwaqh@okaxis,prbapvr@ybl,307.06,1,1,Delhi,P2P,dev_3428,0,0,1,1958.01,0,0
krltrwfy@okicici,lxjkpgl@oksbi,1624.56,8,6,Hyderabad,QR_Scan,dev_2995,0,2,4,501.37,0,0
phgfkdxgp@oksbi,rkybi@okhdfcbank,185.01,5,2,Mumbai,P2P,dev_420,0,1,4,1305.84,0,0
janlak@paytm,jokdegop@okhdfcbank,915.51,2,2,Kolkata,QR_Scan,dev_4966,0,1,2,3180.39,1,0
gzqmpgm@oksbi,rfligdmzj@okicici,585.69,22,1,Bengaluru,Bill,dev_4937,0,2,5,191.52,0,0
ckaduyt@oksbi,aucycs@oksbi,363.8,22,1,Bengaluru,Merchant,dev_2088,1,1,5,3640.45,0,0
sjpyzj@okicici,wscibcfz@oksbi,9178.32,1,4,Delhi,P2P,dev_3797,1,14,19,1972.19,1,1
mdmhw@oksbi,kwuen@oksbi,1916.67,20,6,Chennai,P2P,dev_3517,1,0,4,2415.05,1,0
ahxgjn@okicici,kasunr@ybl,2288.4,9,1,Jaipur,Bill,dev_3460,1,1,3,1522.94,0,0
evhkb@paytm,htfli@ybl,588.5,22,4,Bengaluru,Merchant,dev_288,0,1,3,2336.87,0,0
gghyib@paytm,fkpyuunrn@ybl,1146.66,19,3,Chennai,Merchant,dev_1457,0,1,3,3802.98,0,0
xrlvyxk@okaxis,yhfkma@okhdfcbank,5203.53,1,5,Bengaluru,P2P,dev_654,1,14,26,1521.82,1,1
aimxb@ybl,lqlamulrv@ybl,178.57,10,2,Chennai,Bill,dev_2439,0,1,3,1485.57,0,0
lzjvhc@okicici,kggzickq@ybl,560.68,19,0,Jaipur,QR_Scan,dev_2628,0,1,6,853.35,0,0
dmesdw@okicici,fqrqndaf@paytm,1508.77,9,1,Jaipur,Bill,dev_2507,0,0,2,2383.0,1,0
widez@ybl,ahqvkjk@oksbi,2945.4,7,3,Pune,Bill,dev_4230,0,1,6,3954.66,0,0
pirocnx@okaxis,ttfbp@okicici,981.14,17,0,Chennai,QR_Scan,dev_3637,0,0,5,3113.48,0,0
pmbtlug@okicici,ckvtuz@ybl,4432.7,17,4,Pune,Bill,dev_1647,0,1,3,2353.3,0,0
dhhngcw@okaxis,bczrfo@okicici,2083.56,9,6,Pune,Bill,dev_2097,0,0,1,2521.98,0,0
znfgjejiy@okhdfcbank,tepajqag@ybl,66.13,9,0,Pune,P2P,dev_3471,0,2,4,4764.49,0,0
gwuhtec@okaxis,nubjtj@ybl,230.72,0,1,Hyderabad,P2P,dev_369,0,0,4,608.93,0,0
ztgorfx@okaxis,wamugw@okaxis,10.0,13,6,Bengaluru,Bill,dev_4741,0,1,6,4187.02,0,0
fmujoqyr@paytm,hclikwvg@oksbi,2354.37,23,2,Mumbai,Merchant,dev_925,0,2,7,4242.03,0,0
juupjujn@paytm,ulwarqdf@okicici,1298.35,3,3,Bengaluru,P2P,dev_3577,0,0,2,4262.6,1,0
pmygmpdp@ybl,ujttwhhwd@oksbi,133.12,20,2,Mumbai,P2P,dev_3270,0,1,2,3222.8,0,0
akxyn@okaxis,jrjiup@ybl,1081.8,0,4,Delhi,P2P,dev_818,0,0,3,1201.63,0,0
xqtgk@ybl,tlghgfy@okicici,2469.33,6,5,Delhi,P2P,dev_3952,0,1,4,4779.98,0,0
uhywnpwj@okaxis,emhrwrojn@paytm,201.63,5,2,Kolkata,Merchant,dev_901,0,3,3,4062.09,0,0
zbwzci@okaxis,joodwyb@okaxis,157.59,15,1,Mumbai,Merchant,dev_1561,0,1,5,3668.88,0,0
zunreanyr@okicici,ihaqlh@okhdfcbank,682.6,10,0,Mumbai,P2P,dev_154,0,3,5,4761.04,0,0
yiomw@okhdfcbank,imwqcubpl@okhdfcbank,497.47,7,4,Mumbai,QR_Scan,dev_1785,0,1,2,159.87,0,0
nmrtzuc@oksbi,uacft@okhdfcbank,411.09,17,3,Mumbai,QR_Scan,dev_1777,0,1,7,402.17,0,0
mftpjzeo@okaxis,irawiiod@ybl,111.79,0,0,Kolkata,Bill,dev_2950,0,2,5,1606.19,0,0
wvbigjb@ybl,wslms@okaxis,834.66,15,0,Pune,Bill,dev_3414,0,0,6,712.86,0,0
azjyveplr@okaxis,dbahokmee@ybl,10.0,6,6,Bengaluru,Bill,dev_4899,1,2,4,1872.04,0,0
oxxvdsye@ybl,iwsfhubhk@oksbi,229.31,16,4,Jaipur,P2P,dev_2528,0,0,4,257.85,0,0
fjibf@paytm,nbwgnwqbe@okhdfcbank,2273.61,5,6,Kolkata,Bill,dev_3691,0,1,7,3367.97,0,0
cdgybeyd@okhdfcbank,keycodfe@oksbi,279.73,9,3,Mumbai,QR_Scan,dev_2332,0,1,7,852.94,0,0
osbujco@okicici,gsbxo@okhdfcbank,1951.14,11,1,Chennai,Merchant,dev_865,0,0,5,3768.97,0,0
zzzyd@okhdfcbank,mzvcq@okicici,913.58,17,5,Bengaluru,QR_Scan,dev_4506,0,2,6,2515.61,0,0
oicekfbgl@oksbi,hnwycqz@okhdfcbank,8128.8,2,6,Jaipur,P2P,dev_7671,1,10,15,563.1,1,1
vrnjyyu@oksbi,ukoptbz@okhdfcbank,177.18,8,3,Pune,P2P,dev_2464,0,1,2,2880.08,1,0
vyqdzbgl@oksbi,tmbeeq@okaxis,705.56,3,0,Bengaluru,P2P,dev_4443,0,1,5,1420.47,0,0
tjxzzvpc@okaxis,jphio@paytm,1499.99,12,3,Chennai,P2P,dev_2681,0,1,5,3193.81,0,0
xbovpba@oksbi,cevaatsq@okicici,105704.35,23,4,Bengaluru,QR_Scan,dev_3206,1,10,19,1593.75,1,1
kiebzdolr@oksbi,mwysm@oksbi,2161.73,12,6,Chennai,QR_Scan,dev_1955,0,0,3,825.18,0,0
wzolafxpr@okhdfcbank,lmkde@okhdfcbank,1497.97,14,0,Bengaluru,QR_Scan,dev_3522,0,2,5,311.5,0,0
rktofhb@okaxis,qpsii@okhdfcbank,332.79,17,5,Jaipur,QR_Scan,dev_4702,0,0,3,4702.85,0,0
zvruzdci@ybl,rcvbczefm@ybl,83.07,21,2,Mumbai,QR_Scan,dev_1444,0,4,7,3159.29,0,0
vhovor@okicici,kyqasdzul@ybl,1440.51,11,0,Mumbai,QR_Scan,dev_2955,0,2,4,1439.0,0,0
hfadgqbde@paytm,peufakxd@okaxis,412.43,18,5,Jaipur,Bill,dev_3592,0,0,2,1731.07,0,0
dgmomzg@okhdfcbank,pqjrw@okaxis,240.54,3,5,Hyderabad,QR_Scan,dev_2680,0,2,5,4937.33,0,0
vuipgqbp@okaxis,foqbh@oksbi,2071.62,17,1,Mumbai,Bill,dev_377,0,0,2,1676.42,0,0
ofsmkncz@oksbi,gvrbhh@oksbi,196.36,23,2,Jaipur,P2P,dev_1703,0,0,1,2058.15,0,0
tjjbo@oksbi,lbgqcedoa@okicici,1007.64,11,2,Delhi,P2P,dev_2227,0,3,6,2242.79,0,0
pphrsgr@okhdfcbank,qkcio@paytm,914.4,8,6,Kolkata,P2P,dev_289,0,0,2,2018.07,0,0
yshhcc@ybl,dqnsi@okhdfcbank,1869.21,11,4,Jaipur,Bill,dev_1300,0,0,3,2118.54,1,0
jwokh@oksbi,kecffy@okaxis,939.72,2,2,Jaipur,Bill,dev_4986,0,3,4,4953.54,0,0
pojsgpenp@okicici,chezkdcre@paytm,1200.81,9,0,Pune,P2P,dev_3352,0,0,3,676.41,1,0
tgassjd@okicici,dciolpqiq@paytm,229.33,17,1,Delhi,P2P,dev_2592,0,2,5,1478.6,1,0
flxcdrezu@ybl,ibger@okaxis,321.18,19,4,Pune,P2P,dev_2516,0,2,5,1764.41,0,0
yrklaa@okicici,anfhdkr@paytm,146.17,15,6,Hyderabad,P2P,dev_273,0,0,6,3387.0,0,0
oyaetkn@okhdfcbank,tiokeo@oksbi,1723.36,22,6,Mumbai,QR_Scan,dev_2889,0,0,1,623.49,0,0
rdduae@ybl,rujzpf@okaxis,398.5,4,5,Delhi,P2P,dev_2358,0,0,3,4276.15,0,0
ucgwa@paytm,boesu@okaxis,508.59,7,0,Bengaluru,Bill,dev_48,0,2,5,4379.13,0,0
notecoe@okhdfcbank,etxjdsj@okhdfcbank,243.44,15,1,Delhi,QR_Scan,dev_4472,0,2,6,3003.79,0,0
raqet@okicici,tntfhl@ybl,487.3,2,0,Kolkata,P2P,dev_1924,1,0,2,4498.39,1,0
troffzbw@paytm,otfkpp@ybl,14.96,6,3,Bengaluru,Bill,dev_3653,0,1,6,4555.7,0,0
orlcux@okhdfcbank,laeth@paytm,466.78,17,4,Delhi,QR_Scan,dev_3678,0,2,4,4658.06,0,0
xkolnxjcg@oksbi,zocsvxf@okaxis,526.6,9,3,Pune,QR_Scan,dev_3252,0,0,5,1017.28,0,0
fhzwgl@okhdfcbank,rrdlde@okhdfcbank,11.05,12,2,Jaipur,QR_Scan,dev_4710,0,3,7,802.81,0,0
symvhxb@okhdfcbank,jafdvq@ybl,279.88,3,3,Jaipur,P2P,dev_2113,0,0,3,2024.0,0,0
hxrsv@paytm,pyondtxme@okicici,132.61,4,6,Bengaluru,Merchant,dev_2515,0,2,3,408.12,0,0
mqeztop@ybl,njvseg@ybl,494.92,22,5,Bengaluru,Bill,dev_1819,0,0,1,3440.27,0,0
paynlzf@ybl,ftrth@okhdfcbank,2416.01,16,5,Kolkata,Merchant,dev_3321,0,0,2,4291.86,0,0
omehwb@okicici,ebdnytnt@ybl,208.55,13,4,Hyderabad,P2P,dev_3530,0,1,3,2495.16,0,0
ltssjmjzm@okhdfcbank,jjpntzr@okaxis,1497.05,4,3,Bengaluru,Bill,dev_2014,0,1,5,1510.32,0,0
drlpcefe@oksbi,hqtlxmki@oksbi,2676.19,1,1,Mumbai,QR_Scan,dev_2384,0,0,3,4128.24,0,0
fjuiwlzfg@oksbi,kdhluvf@oksbi,256.2,23,0,Pune,Bill,dev_4829,0,1,3,2692.84,0,0
rgphl@okhdfcbank,klmhaib@okhdfcbank,369.54,1,3,Hyderabad,QR_Scan,dev_3715,0,0,2,1583.28,0,0
hpkgp@oksbi,yypfj@oksbi,207.66,15,6,Mumbai,P2P,dev_1909,0,3,4,1215.72,0,0
zmwzplaf@paytm,rqswoh@okicici,1829.3,7,2,Mumbai,P2P,dev_4054,0,3,7,770.47,1,0
riijjuhxq@okaxis,lbucwobn@okaxis,1059.37,6,4,Bengaluru,Bill,dev_1605,0,2,6,2015.04,0,0
qzfyvtav@paytm,kkcpfb@oksbi,116.13,11,0,Mumbai,Merchant,dev_1949,0,0,1,2929.17,1,0
ihvotdh@okicici,czlylfunk@okaxis,367.89,9,1,Pune,P2P,dev_2561,0,0,2,3210.7,1,0
wcttcnhza@okaxis,ezdgh@okaxis,821.34,7,1,Delhi,Bill,dev_2284,0,2,4,923.11,1,0
tdnxffma@ybl,csdpzaby@ybl,507.59,18,1,Bengaluru,Bill,dev_2766,0,3,6,1925.7,0,0
atbsydj@oksbi,lxwpcbnc@oksbi,1032.86,17,2,Chennai,Merchant,dev_4001,1,1,5,2854.33,0,0
xaiimh@okaxis,ecudqppyz@okhdfcbank,1598.51,5,0,Chennai,QR_Scan,dev_4591,0,1,3,3802.98,0,0
wowlblgg@oksbi,yxlrfh@okicici,765.11,11,6,Chennai,Merchant,dev_4405,0,0,5,1147.68,1,0
aleqhrm@okicici,elgffzlmt@oksbi,1785.92,18,0,Bengaluru,QR_Scan,dev_399,0,1,4,2633.53,0,0
gszrmhnil@okhdfcbank,vwlxslvz@okhdfcbank,38.24,14,5,Hyderabad,Merchant,dev_496,0,1,4,4980.91,0,0
vvqitsd@oksbi,zosxzgp@okicici,783.27,15,5,Chennai,Bill,dev_4416,0,1,4,664.96,0,0
vyxji@okhdfcbank,kxgjjkhu@okicici,262.33,21,6,Hyderabad,QR_Scan,dev_2226,0,6,7,245.59,0,0
tvvqmymie@okicici,vcstux@ybl,21.94,23,2,Mumbai,Merchant,dev_1512,0,1,4,1988.32,0,0
vsetkd@okicici,ebcilnrs@okaxis,100.8,1,2,Bengaluru,QR_Scan,dev_1067,1,1,5,1886.25,0,0
azmczmci@oksbi,eaqumm@okicici,421.9,13,6,Hyderabad,Merchant,dev_4888,0,5,7,3570.98,0,0
rvbhzv@ybl,emdamlvev@okhdfcbank,143.24,10,2,Kolkata,Merchant,dev_1657,0,1,6,2493.17,0,0
cqzri@okhdfcbank,eoueljacs@oksbi,1949.78,0,6,Pune,P2P,dev_2420,0,2,4,2581.49,0,0
dvwfdtsel@okaxis,gicjk@paytm,620.11,14,3,Delhi,Merchant,dev_4349,0,3,4,239.53,1,0
tftgvxd@okhdfcbank,xryjxqu@oksbi,342.92,21,2,Bengaluru,QR_Scan,dev_2603,0,3,6,3609.22,0,0
japgalfv@okicici,otubz@okaxis,965.99,19,2,Mumbai,P2P,dev_1343,1,0,0,946.65,1,0
